
"annual population survey"
"ONS Crown Copyright Reserved [from Nomis on 31 May 2019]"
"Analysis   :","variable"
"Confidence :","95% confidence interval of percent figure (+/-)"
"Variable   :","Percentage of population who are white not UK born"

"local authority: district / unitary (prior to April 2015)","mnemonic","Numerator","Denominator","Jan 2005-Dec 2005","Conf","Numerator","Denominator","Jan 2006-Dec 2006","Conf","Numerator","Denominator","Jan 2007-Dec 2007","Conf","Numerator","Denominator","Jan 2008-Dec 2008","Conf","Numerator","Denominator","Jan 2009-Dec 2009","Conf","Numerator","Denominator","Jan 2010-Dec 2010","Conf","Numerator","Denominator","Jan 2011-Dec 2011","Conf","Numerator","Denominator","Jan 2012-Dec 2012","Conf","Numerator","Denominator","Jan 2013-Dec 2013","Conf","Numerator","Denominator","Jan 2014-Dec 2014","Conf","Numerator","Denominator","Jan 2015-Dec 2015","Conf"
"Southwark","E09000028",39500,260200,15.2,3.8,35600,265000,13.4,3.7,29100,268500,10.8,3.2,37800,274600,13.8,3.4,42900,278400,15.4,4.0,37700,281000,13.4,3.9,35300,283900,12.4,3.5,40800,288900,14.1,3.6,41500,297300,14.0,3.4,40100,300400,13.3,3.2,41100,305700,13.5,3.5
"Tower Hamlets","E09000030",20200,211400,9.6,2.8,13800,216400,6.4,2.4,21900,222900,9.8,3.1,19300,229600,8.4,2.7,19800,239000,8.3,2.9,25900,247000,10.5,3.1,27400,252100,10.9,3.0,30200,261400,11.6,3.2,37200,272100,13.7,3.6,33500,283000,11.8,3.4,34400,290900,11.8,3.5
"Wandsworth","E09000032",48900,279300,17.5,4.2,55800,283900,19.6,4.5,60000,286800,20.9,4.8,58800,290600,20.2,4.7,57500,295900,19.4,4.8,53700,297700,18.0,4.5,69600,302300,23.0,4.9,58300,306000,19.1,4.4,53200,306900,17.3,4.4,53000,309700,17.1,4.4,60500,315500,19.2,4.5
"Westminster","E09000033",57500,213000,27.0,4.5,55800,217300,25.7,4.5,58800,218900,26.9,4.3,52300,213100,24.5,4.2,60300,211600,28.5,4.9,59700,213700,27.9,5.3,53800,217700,24.7,4.4,47600,221300,21.5,4.0,54700,223300,24.5,4.1,54800,227200,24.1,4.1,53800,229500,23.4,4.5
"Barking and Dagenham","E09000002",9400,165400,5.7,2.3,8100,166100,4.9,2.1,10700,167500,6.4,2.5,14300,171100,8.4,2.6,13900,176100,7.9,2.8,13300,181400,7.3,2.5,15100,184400,8.2,2.7,14600,189000,7.7,2.6,18500,192900,9.6,2.9,20600,197400,10.4,3.2,20200,203300,10.0,3.0
"Barnet","E09000003",47000,322800,14.6,3.9,62000,323700,19.2,4.2,55000,327200,16.8,3.7,49100,334800,14.7,3.4,58100,338900,17.1,4.1,52400,345700,15.2,3.7,59800,352300,17.0,4.0,60600,359500,16.9,4.1,65400,362400,18.0,4.3,63000,367200,17.1,4.0,65600,369500,17.7,4.1
"Bexley","E09000004",7000,221300,3.2,1.9,6000,222200,2.7,1.7,7300,222500,3.3,1.8,8300,225500,3.7,2.0,7700,226800,3.4,2.0,8000,229500,3.5,1.8,11200,229800,4.9,2.3,11700,232600,5.0,2.4,14700,235700,6.2,2.7,10900,238900,4.6,2.3,15700,240000,6.5,2.8
"Brent","E09000005",31500,268300,11.7,3.5,32900,274000,12.0,3.7,45300,281500,16.1,4.1,52900,286900,18.4,4.0,53600,292700,18.3,4.5,57700,303000,19.0,4.7,44900,309500,14.5,4.2,42100,312400,13.5,3.4,42100,312100,13.5,3.0,52300,315800,16.6,3.3,44800,320600,14.0,3.2
"Bromley","E09000006",24000,297700,8.1,2.8,20700,299500,6.9,2.6,19700,300200,6.6,2.5,18800,301900,6.2,2.6,16800,302500,5.6,2.7,19800,306200,6.5,2.8,19600,306400,6.4,2.6,25500,311600,8.2,2.8,23900,316300,7.6,2.6,29200,318300,9.2,2.7,29600,322500,9.2,2.8
"Croydon","E09000008",19800,335700,5.9,2.3,23700,336000,7.1,2.5,29900,341100,8.8,2.9,25100,346200,7.3,2.9,32100,348700,9.2,3.3,24900,354800,7.0,2.8,22300,361700,6.2,2.5,18600,365000,5.1,2.4,34200,368300,9.3,3.1,39500,373400,10.6,3.4,36800,376400,9.8,3.1
"Ealing","E09000009",38000,308500,12.3,3.2,38800,312300,12.4,3.2,40400,315700,12.8,3.4,41200,319300,12.9,3.7,41700,325200,12.8,3.5,36600,328800,11.1,3.3,48300,334100,14.5,4.0,50600,336500,15.0,3.7,46700,338700,13.8,3.6,55900,337300,16.6,4.1,63000,339600,18.5,3.9
"Enfield","E09000010",35600,279400,12.8,3.6,34500,279400,12.3,3.4,38000,286300,13.3,3.5,47600,293500,16.2,3.5,45300,298000,15.2,3.2,44900,303400,14.8,3.2,46900,309100,15.2,3.5,48900,312400,15.6,3.7,46300,316000,14.6,3.5,42700,319100,13.4,3.6,51200,320700,16.0,3.8
"Greenwich","E09000011",18500,227700,8.1,2.7,19100,231700,8.2,2.8,16400,234000,7.0,2.6,16600,236400,7.0,2.8,20900,240900,8.7,2.9,32600,246700,13.2,3.3,33700,252100,13.4,3.2,36900,257300,14.4,3.5,26700,261500,10.2,3.3,30700,266300,11.5,3.6,37300,271900,13.7,4.0
"Harrow","E09000015",15900,218800,7.3,2.9,15600,221900,7.0,2.8,15900,224500,7.1,2.7,23200,226000,10.3,3.0,30300,230600,13.2,3.6,26400,234100,11.3,3.5,25700,236400,10.9,3.1,23100,239600,9.6,2.9,29700,240600,12.3,3.1,25800,242800,10.6,3.0,29900,244300,12.2,3.3
"Havering","E09000016",6800,225400,3.0,1.8,10300,226600,4.6,2.2,8600,228000,3.8,1.9,7900,230200,3.4,1.8,5700,232600,2.4,1.6,5200,234700,2.2,1.6,8100,235400,3.4,2.1,10700,237500,4.5,2.3,12500,240500,5.2,2.4,12100,244400,4.9,2.2,14300,247700,5.8,2.5
"Hillingdon","E09000017",18900,247700,7.6,2.7,18100,251100,7.2,2.7,22600,254500,8.9,3.1,19700,257600,7.6,2.7,20200,262500,7.7,2.9,18600,266400,7.0,2.8,25800,272700,9.5,3.0,24900,278700,8.9,3.1,16000,283200,5.6,2.5,28100,288800,9.7,3.0,22900,293100,7.8,2.8
"Hounslow","E09000018",17600,222300,7.9,2.7,22700,225900,10.0,3.1,26200,232100,11.3,3.4,26500,236600,11.2,3.4,21600,241600,9.0,3.1,26300,248000,10.6,3.2,33500,252600,13.3,3.3,41600,255600,16.3,3.9,39600,259400,15.3,3.6,45900,262200,17.5,4.1,34800,263200,13.2,3.8
"Kingston upon Thames","E09000021",14800,150100,9.8,3.2,15900,152000,10.5,3.2,18900,152100,12.4,3.6,15300,154600,9.9,3.2,19800,155400,12.8,3.7,23100,156300,14.8,4.1,17900,156000,11.5,3.5,22400,161600,13.9,3.7,25500,163900,15.5,3.9,22200,165900,13.4,3.7,26100,168300,15.5,4.0
"Merton","E09000024",27800,189000,14.7,3.8,27200,191200,14.2,3.4,25300,192700,13.1,3.5,32200,194000,16.6,4.3,32100,196300,16.4,3.8,36700,196700,18.7,3.8,40500,197800,20.5,4.0,41800,200500,20.8,4.0,40000,202100,19.8,4.4,37700,202700,18.6,4.4,39900,204500,19.5,4.3
"Redbridge","E09000026",18000,249500,7.2,2.7,14900,252900,5.9,2.5,17200,258600,6.6,2.7,19800,262700,7.6,2.7,15000,267200,5.6,2.4,21600,272600,7.9,2.6,23500,278500,8.4,2.7,21300,281900,7.6,2.6,24500,286600,8.5,2.7,31300,291400,10.7,3.0,27700,296200,9.3,2.8
"Richmond upon Thames","E09000027",25200,179000,14.1,3.5,25500,181400,14.0,3.4,33300,179800,18.5,4.1,28700,179700,15.9,3.9,28600,181300,15.8,4.0,27600,183200,15.1,3.8,31000,184800,16.8,4.2,31700,186300,17.0,4.2,32200,189200,17.0,4.0,33400,191500,17.5,4.0,32700,191300,17.1,4.1
"Sutton","E09000029",9800,180600,5.4,2.5,10900,181400,6.0,2.7,13200,182600,7.2,2.9,12200,184400,6.6,2.8,13200,186700,7.1,2.8,10800,187100,5.7,2.4,12700,189000,6.7,2.7,11900,191700,6.2,2.7,14200,194300,7.3,3.2,17700,196400,9.0,3.6,19700,198400,9.9,3.7
"Waltham Forest","E09000031",20900,224900,9.3,2.8,21000,228600,9.2,3.1,23900,233800,10.2,3.3,21700,240200,9.0,3.0,33300,246500,13.5,3.8,30600,251500,12.2,3.3,32600,253300,12.9,3.5,36400,260200,14.0,3.7,38400,263400,14.6,3.8,37800,265000,14.3,4.0,43500,268100,16.2,4.8
"Bracknell Forest","E06000036",6400,107700,5.9,1.7,6700,107900,6.2,1.7,7600,108400,7.0,2.0,7500,109000,6.9,2.1,7300,109000,6.7,2.1,8100,110300,7.4,2.2,9400,110600,8.5,2.3,7700,112300,6.9,1.9,10200,113800,9.0,2.2,9800,115300,8.5,2.1,10700,116600,9.2,2.1
"Brighton and Hove","E06000043",17700,248700,7.1,1.9,20700,251600,8.2,2.0,21000,254400,8.3,2.1,25800,258600,10.0,2.3,24600,261900,9.4,2.2,26100,265900,9.8,2.4,27000,268500,10.1,2.4,24000,271700,8.8,2.2,24400,272700,9.0,2.2,27000,275500,9.8,2.3,27700,279900,9.9,2.3
"Isle of Wight","E06000046",3900,132900,3.0,1.2,3700,133400,2.8,1.2,4400,133800,3.3,1.3,4400,134200,3.3,1.4,5100,133800,3.8,1.5,5000,133800,3.8,1.4,4600,132300,3.5,1.3,4800,133800,3.6,1.3,4800,134000,3.6,1.2,5700,134700,4.2,1.3,5600,134800,4.1,1.3
"Medway","E06000035",9400,249100,3.8,1.4,9600,250000,3.9,1.5,11100,253000,4.4,1.6,11000,254700,4.3,1.6,11600,257500,4.5,1.7,7400,259900,2.9,1.5,12800,260400,4.9,1.7,10900,264500,4.1,1.4,11200,267700,4.2,1.5,13600,269700,5.0,1.5,14400,271800,5.3,1.6
"Milton Keynes","E06000042",9100,221400,4.1,1.6,10500,225100,4.7,1.7,13300,228800,5.8,2.0,12600,233400,5.4,2.0,19600,238000,8.2,2.4,19200,243500,7.9,2.2,19800,246600,8.0,2.2,17200,250000,6.9,1.9,19100,254200,7.5,1.9,20000,257600,7.8,2.0,19800,260800,7.6,2.0
"Portsmouth","E06000044",10000,192700,5.2,1.7,8100,192400,4.2,1.6,8600,191300,4.5,1.6,9300,193000,4.8,1.6,11300,196100,5.7,1.8,11400,200200,5.7,1.9,13400,201400,6.6,2.0,15100,203400,7.4,2.0,12500,204300,6.1,1.8,13800,205100,6.7,1.9,12600,207400,6.1,1.8
"Reading","E06000038",10800,145300,7.4,1.9,12800,146600,8.7,2.2,14200,148100,9.6,2.3,14800,149700,9.9,2.5,16900,150600,11.2,2.7,12000,151700,7.9,2.4,15500,152700,10.2,2.4,16000,154600,10.4,2.2,15600,156800,10.0,2.2,16900,158100,10.7,2.2,17300,159500,10.9,2.4
"Slough","E06000039",8400,121800,6.9,1.8,8600,124700,6.9,1.8,9900,127900,7.7,1.9,9800,130500,7.5,1.9,10900,133700,8.1,2.0,13500,137100,9.8,2.3,12700,138500,9.2,2.1,15000,141100,10.6,2.4,15900,142100,11.2,2.4,17000,143900,11.8,2.4,20000,146100,13.7,2.6
"Southampton","E06000045",13800,224600,6.1,1.8,15900,224700,7.1,2.0,14900,226000,6.6,2.0,17500,225700,7.8,2.2,16800,227700,7.4,2.1,20900,231000,9.0,2.2,22500,232000,9.7,2.3,22400,236500,9.5,2.2,26100,238200,11.0,2.4,27300,240200,11.4,2.5,27900,243500,11.5,2.6
"West Berkshire","E06000037",8200,144600,5.7,1.8,7900,145700,5.4,1.8,9400,147400,6.4,2.0,10300,149500,6.9,2.1,10500,150400,7.0,2.1,8800,151100,5.8,1.9,9200,150300,6.1,1.9,9700,151700,6.4,1.9,10300,153100,6.7,2.0,11200,153400,7.3,2.1,11400,154400,7.4,2.1
"Windsor and Maidenhead","E06000040",14300,133600,10.7,2.1,13600,134800,10.1,2.2,11800,136400,8.7,2.2,12900,138300,9.3,2.3,13800,139400,9.9,2.4,14600,140600,10.3,2.4,18700,140800,13.3,2.8,15000,142000,10.6,2.4,16400,142600,11.5,2.3,16700,143900,11.6,2.4,16400,144800,11.3,2.3
"Wokingham","E06000041",10400,146800,7.1,1.9,10700,148500,7.2,1.9,11500,150200,7.6,2.0,7700,151100,5.1,1.7,9300,152100,6.1,2.0,11100,153100,7.2,2.2,11400,152500,7.4,2.2,12800,154600,8.3,2.2,13400,156100,8.6,2.3,13200,157300,8.4,2.3,10000,159100,6.3,2.0
"Aylesbury Vale","E07000004",7400,162300,4.5,2.2,7400,164600,4.5,2.8,6300,165700,3.8,2.8,10300,165500,6.2,3.6,9000,166400,5.4,3.4,11300,169600,6.7,3.7,9500,170900,5.6,3.1,11000,174400,6.3,3.0,6500,177400,3.7,2.4,6300,180600,3.5,2.3,7500,184300,4.1,2.6
"Chiltern","E07000005",6600,89600,7.3,2.7,9500,90800,10.4,5.4,6300,91300,6.9,4.6,6000,91600,6.5,4.3,5900,91400,6.4,4.5,4800,92100,5.2,3.9,6500,91900,7.1,4.9,6000,92200,6.5,4.3,6700,92600,7.3,4.3,7900,93200,8.5,4.5,8300,93500,8.9,4.8
"South Bucks","E07000006",5700,63400,8.9,3.4,5400,63200,8.6,6.1,4000,64100,6.3,5.4,3000,64500,4.6,4.3,2100,65100,3.3,"*",7300,65700,11.1,8.3,6800,66000,10.3,6.9,4700,65900,7.1,5.9,6700,67000,10.0,6.5,8300,67600,12.2,6.7,8600,66500,12.9,6.5
"Wycombe","E07000007",7700,162900,4.7,2.3,9400,163500,5.7,3.0,11900,164900,7.2,3.5,10000,165800,6.0,3.1,14100,166900,8.5,4.0,10600,167900,6.3,3.6,8900,169500,5.2,3.2,12900,170000,7.6,3.4,14600,171000,8.6,3.6,14100,171700,8.2,3.5,10500,172400,6.1,3.1
"Eastbourne","E07000061",6300,94000,6.7,2.5,6000,93700,6.4,4.3,5300,95200,5.6,3.8,7400,96200,7.7,4.9,7400,96100,7.7,4.6,4000,97400,4.1,3.7,6500,96300,6.8,4.6,5200,97800,5.3,3.9,7900,98200,8.1,5.3,6400,99200,6.4,4.3,13500,100100,13.5,6.1
"Hastings","E07000062",4100,84200,4.9,2.1,4000,85800,4.7,3.7,2500,85900,2.9,"*",6200,87000,7.1,4.7,3600,87600,4.1,3.8,2300,88000,2.7,"*",2000,87700,2.2,"*",7400,88800,8.4,5.2,7800,89300,8.8,5.3,4200,89700,4.7,4.1,4800,90600,5.3,4.3
"Lewes","E07000063",2800,92400,3.0,1.8,2900,92300,3.2,"*",4200,93200,4.5,3.4,3900,93900,4.1,3.5,4300,94500,4.6,3.5,5000,95500,5.2,3.8,5700,96000,6.0,4.4,7400,97100,7.6,4.6,7400,97600,7.6,4.7,5200,97600,5.3,3.9,7000,98500,7.1,4.6
"Rother","E07000064",3700,85300,4.3,2.0,3200,85800,3.7,3.4,3900,86900,4.5,3.7,4900,87700,5.6,3.9,3600,87700,4.1,3.5,2800,87300,3.3,3.4,2400,88300,2.8,"*",4300,88600,4.9,4.2,3700,88800,4.2,3.8,3300,90000,3.6,"*",6200,90400,6.8,4.8
"Wealden","E07000065",4700,140400,3.4,1.9,6500,142800,4.6,2.8,4700,143500,3.3,2.2,7900,143000,5.5,2.9,7500,143800,5.2,3.0,5300,143500,3.7,2.7,4400,146200,3.0,2.5,5100,147900,3.5,2.4,5600,149500,3.7,2.4,4900,151800,3.3,2.4,7900,154100,5.2,3.0
"Basingstoke and Deane","E07000084",6900,156100,4.4,2.2,7500,157600,4.8,2.9,6600,159000,4.1,2.8,10500,160800,6.5,3.5,17300,162900,10.6,4.4,11100,165100,6.7,3.7,8800,167200,5.3,3.5,10300,169300,6.1,3.4,8300,170700,4.9,3.1,7000,171600,4.1,2.9,6800,172600,3.9,2.9
"East Hampshire","E07000085",7500,109000,6.9,2.6,3900,108900,3.5,3.2,4500,110100,4.0,3.3,6500,110900,5.8,3.7,5000,111700,4.4,3.4,7600,112700,6.7,4.3,6100,113800,5.4,4.0,7600,114400,6.7,4.0,5400,115100,4.7,3.7,4700,115400,4.1,3.6,8200,116400,7.0,4.8
"Eastleigh","E07000086",2400,117200,2.0,1.6,4000,117100,3.4,2.9,2800,119700,2.3,"*",5700,120400,4.7,3.3,9200,121500,7.6,4.3,6100,123300,4.9,3.7,4600,124900,3.7,3.2,4300,125800,3.4,3.3,7100,126800,5.6,4.1,8000,127900,6.2,4.4,3600,128600,2.8,"*"
"Fareham","E07000087",4500,106700,4.2,2.2,4200,107200,3.9,3.2,3100,107700,2.9,2.7,3900,108300,3.6,2.9,5300,109300,4.8,3.7,4100,110000,3.8,3.5,4100,110700,3.7,"*",2800,111600,2.5,"*",1300,112600,1.2,"*",3700,113300,3.2,"*",4600,113800,4.1,4.1
"Gosport","E07000088",2400,76400,3.1,1.8,5000,77900,6.5,4.9,3300,79200,4.2,3.9,3800,80400,4.7,4.4,3700,80800,4.6,4.5,4100,79100,5.1,"*",3800,81800,4.6,"*",3200,82400,3.9,"*",3700,82700,4.5,"*",1900,81300,2.3,"*",3600,83900,4.4,"*"
"Hart","E07000089",3900,85700,4.6,2.2,4300,86900,4.9,3.7,4600,88100,5.2,3.8,9500,88800,10.7,5.6,8800,89300,9.9,5.5,5700,89600,6.3,4.9,4600,90000,5.1,4.1,2900,90500,3.2,"*",7900,91300,8.7,6.1,7400,92000,8.0,5.6,7800,92700,8.4,5.8
"Havant","E07000090",4600,115800,4.0,2.0,4800,116600,4.1,3.1,5300,117100,4.5,3.2,3500,116200,3.0,2.6,5900,117500,5.0,3.4,5800,118800,4.9,3.9,5100,119200,4.3,3.7,5000,120000,4.2,3.7,2900,120300,2.5,"*",4400,121000,3.6,3.4,6200,121900,5.1,4.1
"New Forest","E07000091",4600,169100,2.7,1.6,7600,170500,4.4,2.6,7700,171200,4.5,2.6,6700,171700,3.9,2.6,6600,172600,3.8,2.6,4000,172700,2.3,2.2,6600,173800,3.8,2.7,10600,174200,6.1,3.3,8300,174500,4.7,3.1,9100,176000,5.2,3.2,5600,176300,3.2,2.6
"Rushmoor","E07000092",4500,87800,5.1,2.4,4300,88900,4.8,3.9,6600,89500,7.4,4.8,5300,90500,5.9,4.2,7100,90600,7.8,5.4,7200,91400,7.8,5.8,3500,92500,3.7,"*",3900,92900,4.2,4.1,4700,92700,5.0,4.4,5900,93400,6.3,4.7,5600,93300,6.0,4.9
"Test Valley","E07000093",4300,111300,3.9,2.2,5300,113300,4.7,3.3,7300,111800,6.6,4.0,9200,111500,8.2,4.4,7400,111200,6.7,4.2,5000,113900,4.4,3.4,3500,114200,3.1,"*",5800,115400,5.0,4.2,5200,116800,4.5,4.0,5000,117800,4.3,3.6,7200,119300,6.1,4.5
"Winchester","E07000094",8300,106100,7.8,3.0,9000,106900,8.4,4.5,7600,108300,7.1,4.0,7200,110000,6.5,3.9,9900,111200,8.9,5.0,11500,112500,10.2,5.6,5300,113500,4.7,3.9,6800,114700,5.9,4.3,3700,115600,3.2,3.0,2800,116800,2.4,"*",3400,118300,2.9,"*"
"Ashford","E07000105",3300,107900,3.1,1.7,4400,110400,4.0,3.2,3800,112300,3.4,2.9,4200,113500,3.7,2.9,4900,114600,4.3,3.2,4600,115600,4.0,3.2,7400,117400,6.3,4.2,11300,119200,9.5,5.0,10600,120400,8.8,4.8,6100,121100,5.0,3.7,3900,123600,3.1,"*"
"Canterbury","E07000106",5600,138600,4.0,2.1,6100,140100,4.3,3.0,7300,141800,5.1,3.3,5300,142700,3.7,2.9,9800,142900,6.9,4.1,15000,145100,10.3,5.0,10100,147000,6.9,4.1,8900,149600,6.0,3.9,8300,151300,5.5,3.9,6800,153400,4.4,3.5,10100,155900,6.5,4.4
"Dartford","E07000107",3100,88800,3.5,2.0,2700,90200,3.0,"*",3700,91200,4.0,"*",5200,92900,5.6,4.6,4300,94300,4.5,4.2,3200,95300,3.4,"*",3800,96600,4.0,"*",9800,97900,10.0,7.1,6100,99400,6.1,5.1,9800,102000,9.6,6.6,9100,103200,8.8,6.2
"Dover","E07000108",5500,104700,5.2,2.2,4600,105700,4.4,3.2,2900,106800,2.7,2.6,5200,107600,4.8,3.4,2800,107500,2.6,"*",2700,108800,2.5,"*",4500,109500,4.1,3.8,2800,109600,2.6,"*",3900,110900,3.5,3.4,2700,111100,2.4,"*",6700,111300,6.0,4.5
"Gravesham","E07000109",5000,95800,5.2,2.5,1400,96900,1.5,"*",8700,97800,8.9,5.2,4900,98700,4.9,4.3,4400,99500,4.4,"*",4800,100300,4.8,"*",6900,101000,6.8,5.4,9200,101800,9.0,5.8,5300,102600,5.2,"*",8800,102900,8.6,6.2,5000,103600,4.9,"*"
"Maidstone","E07000110",4800,141300,3.4,2.0,4700,142800,3.3,2.5,3800,145200,2.6,2.3,5900,147300,4.0,3.0,7500,149100,5.0,3.3,8400,150800,5.6,3.9,6400,153100,4.2,3.2,6900,154700,4.5,3.3,10500,156100,6.7,4.1,12100,158800,7.6,4.3,16200,160600,10.1,4.6
"Sevenoaks","E07000111",4900,110000,4.4,2.2,8000,111400,7.1,4.3,6300,111900,5.7,3.9,5000,112100,4.5,3.6,6100,112600,5.4,4.2,6700,113300,5.9,4.6,10300,114100,9.0,5.7,10800,115000,9.4,5.5,12700,115100,11.1,6.2,11400,115700,9.9,6.4,11400,116800,9.8,6.3
"Folkestone and Hythe","E07000112",4600,99600,4.6,2.1,6800,100500,6.8,4.1,6100,101600,6.0,3.8,4600,102900,4.4,3.7,6800,103900,6.6,4.6,5700,105100,5.4,4.1,5500,106000,5.2,4.2,5200,106800,4.9,4.1,4000,106300,3.7,3.3,4300,107400,4.0,3.8,6600,108000,6.1,4.8
"Swale","E07000113",3100,124200,2.5,1.7,3200,125200,2.6,2.3,5400,127300,4.3,2.9,6300,128400,4.9,3.3,4000,130100,3.1,2.8,2900,132500,2.2,"*",3700,133900,2.8,2.7,5100,135300,3.8,3.0,6100,136800,4.4,3.4,5300,138300,3.9,3.4,3200,139900,2.3,"*"
"Thanet","E07000114",3800,126800,3.0,1.5,2300,126700,1.8,"*",5600,128100,4.4,3.2,6800,129300,5.2,3.8,6100,129900,4.7,3.4,6200,131100,4.7,3.5,4800,132100,3.7,3.2,7500,133400,5.6,4.0,5800,134500,4.3,4.1,8000,136200,5.9,4.2,6900,137500,5.0,3.7
"Tonbridge and Malling","E07000115",5600,110600,5.0,2.4,7000,112900,6.2,3.9,4700,114300,4.1,3.2,5200,115800,4.4,3.3,2600,117300,2.2,"*",3600,118800,3.0,"*",4200,119800,3.5,"*",6400,119700,5.3,4.6,6800,121800,5.6,4.5,5900,123200,4.8,4.3,8000,123900,6.5,4.6
"Tunbridge Wells","E07000116",7000,103900,6.8,2.7,5300,104900,5.0,3.6,6400,106800,6.0,3.8,7300,109000,6.7,4.1,8000,110500,7.2,4.8,5300,111300,4.8,3.6,9900,112800,8.8,5.1,12600,113400,11.1,5.7,10400,113600,9.1,5.4,7700,114000,6.7,4.9,7000,114100,6.1,4.8
"Cherwell","E07000177",9900,133700,7.4,2.7,8900,134800,6.6,3.6,8800,135700,6.5,3.8,11600,136900,8.5,4.3,5600,137000,4.1,3.2,4000,138600,2.9,2.8,6500,139300,4.7,3.5,6200,140000,4.4,3.4,8900,140900,6.3,4.3,14800,141600,10.4,5.1,13000,142600,9.1,4.7
"Oxford","E07000178",18200,140300,13.0,3.5,23400,140400,16.7,5.8,18600,139500,13.3,5.6,18700,139900,13.4,5.4,14600,140500,10.4,5.1,17500,144000,12.2,5.7,17500,146300,12.0,6.1,23200,146800,15.8,6.5,25100,148500,16.9,6.8,20900,150700,13.9,6.2,23800,150700,15.8,6.5
"South Oxfordshire","E07000179",7500,127700,5.9,2.5,9900,128500,7.7,4.0,8500,129300,6.6,3.7,7900,130200,6.1,3.4,8900,131000,6.8,3.9,9700,131300,7.4,4.2,8500,131800,6.5,4.2,8000,133100,6.0,3.9,7500,133600,5.6,3.5,8000,136000,5.9,3.8,12800,134900,9.5,4.9
"Vale of White Horse","E07000180",5900,115000,5.1,2.4,7400,116000,6.3,3.7,8400,116600,7.2,4.1,6300,116900,5.4,3.5,6000,117500,5.1,3.5,8200,118200,7.0,4.4,9500,119200,8.0,4.9,9900,120000,8.3,4.5,9900,120800,8.2,4.4,10300,120600,8.6,4.6,10900,123700,8.8,5.1
"West Oxfordshire","E07000181",5200,97400,5.3,2.2,4300,98300,4.3,3.4,7800,100100,7.8,4.6,3700,100900,3.6,3.4,4000,101200,4.0,3.7,7400,102100,7.2,5.1,4600,103100,4.4,3.8,4200,104800,4.0,3.5,8100,105600,7.7,5.0,7500,105600,7.1,4.8,7700,106200,7.2,5.0
"Elmbridge","E07000207",14600,126000,11.6,3.6,14300,127400,11.3,4.9,15300,128400,11.9,5.2,15600,128600,12.1,5.0,20300,128600,15.8,5.8,17700,129600,13.7,5.7,14400,130100,11.1,5.2,20700,130800,15.8,5.9,21800,129700,16.8,6.2,18600,131400,14.2,5.8,22900,133900,17.1,6.3
"Epsom and Ewell","E07000208",4500,68000,6.7,2.7,4700,69200,6.8,5.1,6900,70400,9.7,6.1,5100,71600,7.2,5.7,4700,72200,6.6,5.7,4100,73300,5.6,5.2,5500,74200,7.4,6.7,3900,74900,5.2,"*",11200,75900,14.7,8.7,7500,77000,9.7,6.6,5900,77500,7.6,6.7
"Guildford","E07000209",10800,126500,8.5,3.3,9700,128200,7.6,4.0,8700,129200,6.7,3.9,8700,129900,6.7,4.0,13200,131100,10.1,5.1,12400,132700,9.3,5.2,15600,134800,11.6,5.2,15600,136900,11.4,5.4,10800,138200,7.8,4.4,12600,138200,9.1,4.8,12100,142800,8.5,5.0
"Mole Valley","E07000210",6800,80900,8.3,2.9,6600,81100,8.1,5.4,4800,81900,5.9,4.5,6400,83000,7.7,5.3,5700,83400,6.8,4.8,4400,84000,5.3,4.5,4600,84200,5.4,4.3,6500,84700,7.6,5.1,9500,85300,11.1,6.8,5600,85100,6.6,5.8,7100,85200,8.4,5.8
"Reigate and Banstead","E07000211",6200,124300,5.0,2.3,5800,126100,4.6,3.3,5100,128000,4.0,2.7,8300,129600,6.4,3.7,8200,131700,6.2,4.0,11100,133300,8.3,5.1,7800,134900,5.8,4.0,11100,136300,8.2,4.9,13400,137400,9.8,5.2,12100,139300,8.7,5.2,7800,140200,5.6,4.0
"Runnymede","E07000212",7200,75700,9.5,3.2,4600,76300,6.0,5.0,6000,76100,7.9,5.6,5900,77800,7.6,5.2,5000,78500,6.3,5.3,6100,79000,7.7,5.7,8100,79600,10.1,6.8,7300,81000,9.0,6.3,7100,82200,8.6,6.5,6600,83000,8.0,5.8,7900,84000,9.4,6.3
"Spelthorne","E07000213",4200,89900,4.6,2.3,4600,90800,5.0,4.0,4600,91700,5.1,4.0,2900,92500,3.1,"*",5400,93300,5.7,4.7,8600,92900,9.3,5.6,8900,95100,9.3,6.3,7700,95900,8.0,5.5,7600,96600,7.9,4.9,5100,96800,5.3,4.4,6800,96700,7.1,4.9
"Surrey Heath","E07000214",5200,80400,6.4,2.7,4300,81800,5.3,4.0,4500,82700,5.5,4.2,3500,82800,4.2,4.0,3900,83500,4.7,4.2,7500,84200,9.0,5.6,5500,84700,6.5,5.5,7600,85000,8.9,6.0,5000,85400,5.8,5.0,6300,86000,7.4,5.2,5100,86600,5.9,4.8
"Tandridge","E07000215",3000,77300,3.9,2.0,3500,78600,4.4,4.1,4500,79000,5.7,4.3,4200,79500,5.3,4.3,6800,80100,8.5,5.4,4700,80700,5.9,4.9,3700,81100,4.6,"*",4200,81200,5.2,4.5,4400,82100,5.4,4.8,6300,83200,7.5,6.2,6300,83800,7.5,6.8
